	CODIGOINTERNOMUNI	MUNI	SED_01	SED_05	SED_02	SED_04	SED_03	SED_06	SED_07	SED_08	SED_09	SED_10	SED_11	SED_12	SED_13	SED_14	SED_15	TIC_01	TIC_02	TIC_03_1	TIC_03_0	TIC_04_1	TIC_04_0	TIC_05_1	TIC_05_0	TIC_06_1	TIC_06_0	TIC_07_1	TIC_07_0	TIC_08_1	TIC_08_0	TIC_10_1	TIC_10_0	TIC_11_1	TIC_11_0	SED_16	SED_17	SED_18	SED_19	SED_20	SED_21	SED_23	SED_24
77	19075	Balboa	0.0	153.0	4303.0	189.0	0.0	395.0	4	5040	335.0	2212.0	1597.0	554.0	342.0		1.0	0.2515834451711746	0.4987714496458953	86.0	7.0	45.0	48.0	7.0	86.0	27.0	66.0	13.0	80	20.0	73.0	80.0	13.0	10.0	83.0	93	5.0	88.0	0.053763440860215055	4.0	0.043010752688172046	73.0	20
78	66075	Balboa	0.0	153.0	4303.0	189.0	0.0	395.0	4	5040	335.0	2212.0	1597.0	554.0	342.0		1.0	0.2515834451711746	0.4987714496458953	86.0	7.0	45.0	48.0	7.0	86.0	27.0	66.0	13.0	80	20.0	73.0	80.0	13.0	10.0	83.0	93	5.0	88.0	0.053763440860215055	4.0	0.043010752688172046	73.0	20
79	8078	Baranoa	525.0	0.0	7008.0	346.0	4080.0	2067.0	5	14026	1392.0	5729.0	4682.0	1877.0	346.0		1.0	0.06979936188548007	0.146390176139891	33.0	2.0	20.0	15.0	9.0	26.0	6.0	29.0	5.0	30	32.0	3.0	34.0	1.0	9.0	26.0	35	28.0	7.0	0.8			15.0	7
80	41078	Baraya	0.0	0.0	1251.0	31.0	0.0	23.0	3	1305	94.0	588.0	472.0	120.0	31.0		1.0	0.8897290009392914	0.6174915553073703	28.0	2.0	0.0	30.0	3.0	27.0	0.0	30.0	15.0	15	3.0	27.0	30.0	0.0	1.0	29.0	30	3.0	27.0	0.1			26.0	4
81	52079	Barbacoas	0.0	0.0	10833.0	539.0	0.0	423.0	3	11795	824.0	6423.0	3319.0	690.0	539.0		1.0	0.061171555177392346	0.12048318035658122	80.0	56.0	20.0	116.0	2.0	134.0	2.0	134.0	2.0	134	7.0	129.0	71.0	65.0	8.0	128.0	136	11.0	125.0	0.08088235294117647	115.0	0.8455882352941176	123.0	13
82	5079	Barbosa	2099.0	812.0	7000.0	286.0	3692.0	952.0	6	14841	1445.0	5906.0	4827.0	1565.0	1098.0	0.01212856276531231	0.9878714372346877	0.29276927044704076	0.4360762186454015	80.0	0.0	40.0	40.0	36.0	44.0	13.0	67.0	20.0	60	50.0	30.0	62.0	18.0	17.0	63.0	80	28.0	52.0	0.35			48.0	11
83	68077	Barbosa	2099.0	812.0	7000.0	286.0	3692.0	952.0	6	14841	1445.0	5906.0	4827.0	1565.0	1098.0	0.01212856276531231	0.9878714372346877	0.29276927044704076	0.4360762186454015	80.0	0.0	40.0	40.0	36.0	44.0	13.0	67.0	20.0	60	50.0	30.0	62.0	18.0	17.0	63.0	80	28.0	52.0	0.35			48.0	11
84	68079	Barichara	308.0	0.0	495.0	26.0	0.0	768.0	4	1597	163.0	645.0	563.0	200.0	26.0	0.016906700062617408	0.9830932999373826	0.6352910464913307	0.3109112252042931	21.0	2.0	9.0	14.0	4.0	19.0	5.0	18.0	2.0	21	9.0	14.0	23.0	0.0	7.0	16.0	23	3.0	20.0	0.13043478260869565			17.0	3
85	50110	Barranca de Upía	0.0	0.0	750.0	68.0	0.0	727.0	3	1545	115.0	635.0	555.0	172.0	68.0		1.0	0.4614390515584027	0.37705908008185995	3.0	5.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8	8.0	0.0	8.0	0.0	4.0	4.0	8	1.0	7.0	0.125			7.0	1
86	68081	Barrancabermeja	3868.0	2004.0	29096.0	1464.0	15009.0	4539.0	6	55980	6620.0	23509.0	16866.0	5405.0	3580.0	0.0027867095391211146	0.9972132904608789	0.2025767768081348	0.10508606466995819	179.0	12.0	111.0	80.0	116.0	75.0	49.0	142.0	74.0	117	152.0	39.0	179.0	12.0	40.0	151.0	191	131.0	60.0	0.6858638743455497			86.0	23
87	44078	Barrancas	187.0	0.0	5702.0	321.0	0.0	1895.0	4	8105	825.0	3744.0	2513.0	702.0	321.0		1.0	0.1421727221855994	0.2556298244507452	35.0	5.0	12.0	28.0	3.0	37.0	5.0	35.0	3.0	37	16.0	24.0	27.0	13.0	14.0	26.0	40	15.0	25.0	0.375	11.0	0.275	27.0	8
88	13074	Barranco de Loba	0.0	66.0	3763.0	202.0	793.0	0.0	4	4824	472.0	2434.0	1297.0	353.0	268.0		1.0	0.05439696557830102	0.05312273222060958	25.0	10.0	6.0	29.0	0.0	35.0	0.0	35.0	2.0	33	3.0	32.0	27.0	8.0	6.0	29.0	35	3.0	32.0	0.08571428571428572			29.0	6
89	94343	Barrancominas	0.0	0.0	2284.0	0.0	0.0	0.0	1	2284	225.0	1303.0	600.0	156.0	0.0		1.0	0.2839409687306111	0.15794173843214354	13.0	0.0	7.0	6.0	0.0	13.0	0.0	13.0	1.0	12	2.0	11.0	13.0	0.0	3.0	10.0	13		13.0		13.0	1.0	10.0	3
90	8001	Barranquilla	32362.0	686.0	102357.0	9879.0	77824.0	47741.0	6	270849	29868.0	109603.0	84141.0	31988.0	15249.0	0.01514866216969603	0.984851337830304	0.10710624941616097	0.05782501505005774	548.0	8.0	430.0	126.0	526.0	30.0	228.0	328.0	309.0	247	545.0	11.0	534.0	22.0	147.0	409.0	554	553.0	1.0	0.9981949458483754	21.0	0.03790613718411552	52.0	166
91	20045	Becerril	85.0	0.0	4726.0	130.0	1156.0	0.0	4	6097	691.0	3098.0	1708.0	470.0	130.0		1.0	0.17055646919706766	0.2810337098950063	34.0	22.0	9.0	47.0	3.0	53.0	6.0	50.0	1.0	55	7.0	49.0	38.0	18.0	6.0	50.0	54	5.0	49.0	0.09259259259259259	31.0	0.5740740740740741	44.0	7
92	17088	Belalcázar	0.0	83.0	1286.0	80.0	54.0	450.0	5	1953	137.0	845.0	626.0	182.0	163.0		1.0	0.38641076036607774	0.5417302134116294	27.0	3.0	1.0	29.0	3.0	27.0	0.0	30.0	3.0	27	22.0	8.0	30.0	0.0	7.0	23.0	30	4.0	26.0	0.13333333333333333			26.0	4
93	5088	Bello	9530.0	6192.0	41475.0	2180.0	29295.0	1308.0	6	89980	7914.0	34312.0	28575.0	8429.0	10750.0	0.11857079350966881	0.8814292064903312	0.0945013324933641	0.15833550078522193	123.0	2.0	93.0	32.0	122.0	3.0	40.0	85.0	60.0	65	125.0	0.0	120.0	5.0	33.0	92.0	125	117.0	8.0	0.936	2.0	0.016	19.0	42
94	5086	Belmira	0.0	115.0	1452.0	0.0	0.0	0.0	2	1567	99.0	616.0	549.0	188.0	115.0		1.0	0.19516694592852932	0.01155739913180189	14.0	0.0	6.0	8.0	8.0	6.0	3.0	11.0	2.0	12	5.0	9.0	8.0	6.0	4.0	10.0	14	2.0	12.0	0.14285714285714285			11.0	3
95	25086	Beltrán	0.0	48.0	322.0	0.0	0.0	50.0	3	420	17.0	179.0	126.0	50.0	48.0		1.0	0.33526125197134404	0.5840155945419103	10.0	0.0	1.0	9.0	0.0	10.0	3.0	7.0	0.0	10	5.0	5.0	10.0	0.0	1.0	9.0	10	1.0	9.0	0.1			8.0	2
96	15087	Belén	84.0	42.0	695.0	0.0	0.0	1764.0	4	2585	260.0	964.0	905.0	414.0	42.0		1.0	0.46402570351913036	0.6322117630340952	34.0	0.0	19.0	15.0	3.0	31.0	5.0	29.0	2.0	32	21.0	13.0	32.0	2.0	12.0	22.0	34	9.0	25.0	0.2647058823529412			26.0	5
97	52083	Belén	84.0	42.0	695.0	0.0	0.0	1764.0	4	2585	260.0	964.0	905.0	414.0	42.0		1.0	0.46402570351913036	0.6322117630340952	34.0	0.0	19.0	15.0	3.0	31.0	5.0	29.0	2.0	32	21.0	13.0	32.0	2.0	12.0	22.0	34	9.0	25.0	0.2647058823529412			26.0	5
98	66088	Belén de Umbría	0.0	0.0	3341.0	377.0	0.0	875.0	3	4593	329.0	1737.0	1581.0	569.0	377.0		1.0	0.40183109871669537	0.6330597212093139	58.0	1.0	16.0	43.0	6.0	53.0	2.0	57.0	3.0	56	14.0	45.0	45.0	14.0	5.0	54.0	59	7.0	52.0	0.11864406779661017	1.0	0.01694915254237288	54.0	5
99	18094	Belén de los Andaquíes	0.0	94.0	1697.0	0.0	441.0	247.0	4	2479	176.0	1190.0	808.0	211.0	94.0		1.0	0.18180352183795584	0.45970537358899066	41.0	7.0	10.0	38.0	1.0	47.0	2.0	46.0	1.0	47	3.0	45.0	30.0	18.0	6.0	42.0	48	3.0	45.0	0.0625	3.0	0.0625	42.0	6
100	15090	Berbeo	0.0	0.0	279.0	0.0	0.0	0.0	1	279	11.0	104.0	118.0	46.0	0.0		1.0	0.34160812933678786	0.9247967479674797	7.0	0.0	6.0	1.0	1.0	6.0	6.0	1.0	1.0	6	1.0	6.0	7.0	0.0	0.0	7.0	7	2.0	5.0	0.2857142857142857			6.0	1
101	5091	Betania	0.0	13.0	509.0	64.0	0.0	1062.0	4	1648	102.0	828.0	516.0	125.0	77.0		1.0	0.3218873251532639	0.5022152846404616	26.0	1.0	11.0	16.0	8.0	19.0	5.0	22.0	2.0	25	6.0	21.0	23.0	4.0	4.0	23.0	27	1.0	26.0	0.037037037037037035			25.0	2
102	5093	Betulia	0.0	296.0	3421.0	91.0	366.0	555.0	5	4729	348.0	2110.0	1463.0	421.0	387.0	0.008246986677944598	0.9917530133220555	0.20893385972804052	0.35258568071465957	65.0	0.0	33.0	32.0	6.0	59.0	18.0	47.0	3.0	62	10.0	55.0	56.0	9.0	7.0	58.0	65	3.0	62.0	0.046153846153846156			56.0	8
103	68092	Betulia	0.0	296.0	3421.0	91.0	366.0	555.0	5	4729	348.0	2110.0	1463.0	421.0	387.0	0.008246986677944598	0.9917530133220555	0.20893385972804052	0.35258568071465957	65.0	0.0	33.0	32.0	6.0	59.0	18.0	47.0	3.0	62	10.0	55.0	56.0	9.0	7.0	58.0	65	3.0	62.0	0.046153846153846156			56.0	8
104	15092	Betéitiva	0.0	21.0	0.0	0.0	0.0	253.0	2	274	15.0	114.0	83.0	41.0	21.0		1.0	0.6078735534617887	1.1691176470588236	8.0	0.0	0.0	8.0	0.0	8.0	0.0	8.0	1.0	7	3.0	5.0	8.0	0.0	2.0	6.0	8	1.0	7.0	0.125			6.0	2
105	25095	Bituima	0.0	0.0	20.0	0.0	0.0	400.0	2	420	26.0	178.0	169.0	47.0	0.0		1.0	0.5602249315871607	0.8700396825396826	13.0	1.0	4.0	10.0	1.0	13.0	0.0	14.0	0.0	14	5.0	9.0	12.0	2.0	5.0	9.0	14	2.0	12.0	0.14285714285714285			13.0	1
106	15097	Boavita	0.0	0.0	37.0	0.0	0.0	1084.0	2	1121	87.0	421.0	442.0	171.0	0.0		1.0	0.704107647191266	0.0771824487794684	21.0	0.0	15.0	6.0	2.0	19.0	1.0	20.0	0.0	21	4.0	17.0	20.0	1.0	4.0	17.0	21	3.0	18.0	0.14285714285714285			18.0	3
107	54099	Bochalema	0.0	75.0	1406.0	29.0	0.0	59.0	4	1569	91.0	638.0	554.0	182.0	104.0		1.0	0.5290185146106845	0.5219019156519157	18.0	0.0	4.0	14.0	4.0	14.0	0.0	18.0	0.0	18	4.0	14.0	18.0	0.0	1.0	17.0	18	2.0	16.0	0.1111111111111111			15.0	3
108	11001	Bogotá, D.C.	458871.0	16690.0	383300.0	25246.0	290419.0	125931.0	6	1300457	155454.0	512717.0	413031.0	162923.0	56332.0	0.012611720341387682	0.9873882796586123	0.1665871074529245	0.09994646585227492	2384.0	34.0	1808.0	610.0	2323.0	95.0	922.0	1496.0	1581.0	837	2399.0	19.0	2372.0	46.0	446.0	1972.0	2407	2351.0	56.0	0.976734524304113	23.0	0.009555463232239303	333.0	410
109	25099	Bojacá	322.0	64.0	1496.0	63.0	0.0	163.0	5	2108	185.0	878.0	722.0	196.0	127.0		1.0	0.23450590259108603	0.5342762288407539	13.0	0.0	11.0	2.0	1.0	12.0	0.0	13.0	1.0	12	9.0	4.0	13.0	0.0	7.0	6.0	13	5.0	8.0	0.38461538461538464			10.0	2
110	27099	Bojayá	0.0	357.0	3757.0	280.0	0.0	468.0	4	4862	351.0	2694.0	838.0	203.0	776.0		1.0	0.05522948297156727	0.07816008957947368	7.0	41.0	13.0	35.0	0.0	48.0	1.0	47.0	1.0	47	1.0	47.0	7.0	41.0	1.0	47.0	48	1.0	47.0	0.020833333333333332	32.0	0.6666666666666666	39.0	9
111	76100	Bolívar	0.0	2415.0	9669.0	191.0	0.0	1561.0	4	13836	672.0	4911.0	3812.0	1383.0	3058.0	0.009612604799074878	0.9903873952009251	0.3845766490524108	0.6182796722995052	253.0	16.0	73.0	196.0	15.0	254.0	24.0	245.0	10.0	259	70.0	199.0	235.0	34.0	31.0	238.0	269	11.0	258.0	0.040892193308550186	9.0	0.03345724907063197	223.0	45
112	19100	Bolívar	0.0	2415.0	9669.0	191.0	0.0	1561.0	4	13836	672.0	4911.0	3812.0	1383.0	3058.0	0.009612604799074878	0.9903873952009251	0.3845766490524108	0.6182796722995052	253.0	16.0	73.0	196.0	15.0	254.0	24.0	245.0	10.0	259	70.0	199.0	235.0	34.0	31.0	238.0	269	11.0	258.0	0.040892193308550186	9.0	0.03345724907063197	223.0	45
113	68101	Bolívar	0.0	2415.0	9669.0	191.0	0.0	1561.0	4	13836	672.0	4911.0	3812.0	1383.0	3058.0	0.009612604799074878	0.9903873952009251	0.3845766490524108	0.6182796722995052	253.0	16.0	73.0	196.0	15.0	254.0	24.0	245.0	10.0	259	70.0	199.0	235.0	34.0	31.0	238.0	269	11.0	258.0	0.040892193308550186	9.0	0.03345724907063197	223.0	45
114	20060	Bosconia	0.0	125.0	7189.0	160.0	3146.0	0.0	4	10620	1080.0	5062.0	3226.0	967.0	285.0		1.0	0.11853153810717139	0.18826848203330956	26.0	4.0	9.0	21.0	12.0	18.0	4.0	26.0	7.0	23	17.0	13.0	25.0	5.0	5.0	25.0	30	17.0	13.0	0.5666666666666667			17.0	4
115	15104	Boyacá	0.0	22.0	862.0	0.0	0.0	0.0	2	884	65.0	319.0	325.0	123.0	52.0		1.0	0.28714004173728264	0.04666666666666667	12.0	0.0	3.0	9.0	0.0	12.0	0.0	12.0	0.0	12	4.0	8.0	7.0	5.0	5.0	7.0	12	2.0	10.0	0.16666666666666666			10.0	2
116	15106	Briceño	0.0	0.0	1931.0	186.0	0.0	43.0	3	2160	149.0	1017.0	655.0	153.0	186.0		1.0	0.43726750436687284	0.51530270779875	52.0	0.0	7.0	45.0	1.0	51.0	4.0	48.0	2.0	50	3.0	49.0	40.0	12.0	4.0	48.0	52	3.0	49.0	0.057692307692307696	1.0	0.019230769230769232	49.0	3
117	5107	Briceño	0.0	0.0	1931.0	186.0	0.0	43.0	3	2160	149.0	1017.0	655.0	153.0	186.0		1.0	0.43726750436687284	0.51530270779875	52.0	0.0	7.0	45.0	1.0	51.0	4.0	48.0	2.0	50	3.0	49.0	40.0	12.0	4.0	48.0	52	3.0	49.0	0.057692307692307696	1.0	0.019230769230769232	49.0	3
118	68001	Bucaramanga	12727.0	1194.0	53142.0	2215.0	31804.0	6528.0	6	107610	12688.0	43097.0	34341.0	12851.0	4633.0	0.0062447727906328404	0.9937552272093672	0.15788312517718478	0.11140485360709071	286.0	2.0	188.0	100.0	263.0	25.0	75.0	213.0	161.0	127	270.0	18.0	282.0	6.0	52.0	236.0	288	267.0	21.0	0.9270833333333334	1.0	0.003472222222222222	79.0	47
119	54109	Bucarasica	0.0	68.0	943.0	0.0	0.0	152.0	3	1163	104.0	553.0	333.0	105.0	68.0		1.0	0.1875195658311356	0.011235955056179775	30.0	0.0	5.0	25.0	0.0	30.0	0.0	30.0	1.0	29	6.0	24.0	21.0	9.0	3.0	27.0	30	2.0	28.0	0.06666666666666667			25.0	5
120	76109	Buenaventura	444.0	3951.0	50148.0	3421.0	21295.0	1817.0	6	81076	7502.0	34904.0	23621.0	7312.0	7737.0	0.07869159800680843	0.9213084019931915	0.07440570205689705	0.10098844028808929	277.0	62.0	198.0	141.0	142.0	197.0	87.0	252.0	92.0	247	208.0	131.0	260.0	79.0	101.0	238.0	339	192.0	147.0	0.5663716814159292	174.0	0.5132743362831859	165.0	42
121	23079	Buenavista	0.0	324.0	5710.0	89.0	1681.0	1447.0	5	9251	813.0	3988.0	3070.0	967.0	413.0	0.011674413576910604	0.9883255864230894	0.25042307430079763	0.8125770372481008	82.0	7.0	32.0	57.0	4.0	85.0	15.0	74.0	12.0	77	26.0	63.0	79.0	10.0	10.0	79.0	89	16.0	73.0	0.1797752808988764			71.0	14
122	15109	Buenavista	0.0	324.0	5710.0	89.0	1681.0	1447.0	5	9251	813.0	3988.0	3070.0	967.0	413.0	0.011674413576910604	0.9883255864230894	0.25042307430079763	0.8125770372481008	82.0	7.0	32.0	57.0	4.0	85.0	15.0	74.0	12.0	77	26.0	63.0	79.0	10.0	10.0	79.0	89	16.0	73.0	0.1797752808988764			71.0	14
123	70110	Buenavista	0.0	324.0	5710.0	89.0	1681.0	1447.0	5	9251	813.0	3988.0	3070.0	967.0	413.0	0.011674413576910604	0.9883255864230894	0.25042307430079763	0.8125770372481008	82.0	7.0	32.0	57.0	4.0	85.0	15.0	74.0	12.0	77	26.0	63.0	79.0	10.0	10.0	79.0	89	16.0	73.0	0.1797752808988764			71.0	14
124	63111	Buenavista	0.0	324.0	5710.0	89.0	1681.0	1447.0	5	9251	813.0	3988.0	3070.0	967.0	413.0	0.011674413576910604	0.9883255864230894	0.25042307430079763	0.8125770372481008	82.0	7.0	32.0	57.0	4.0	85.0	15.0	74.0	12.0	77	26.0	63.0	79.0	10.0	10.0	79.0	89	16.0	73.0	0.1797752808988764			71.0	14
125	19110	Buenos Aires	0.0	207.0	5439.0	0.0	0.0	189.0	3	5835	440.0	2836.0	1811.0	541.0	207.0		1.0	0.17782861104858919	0.17369223796415478	51.0	11.0	14.0	48.0	3.0	59.0	6.0	56.0	4.0	58	16.0	46.0	45.0	17.0	9.0	53.0	62	3.0	59.0	0.04838709677419355	23.0	0.3709677419354839	43.0	19
126	52110	Buesaco	0.0	181.0	3457.0	0.0	146.0	0.0	3	3784	300.0	1669.0	1236.0	398.0	181.0		1.0	0.5206054345379488	0.5719505595528319	75.0	1.0	29.0	47.0	3.0	73.0	8.0	68.0	6.0	70	9.0	67.0	68.0	8.0	10.0	66.0	76	6.0	70.0	0.07894736842105263			60.0	13
127	76113	Bugalagrande	0.0	152.0	3762.0	227.0	52.0	104.0	5	4297	412.0	1499.0	1498.0	509.0	379.0	0.005352571561554573	0.9946474284384454	0.31594429655924117	0.6730825098489825	47.0	1.0	22.0	26.0	8.0	40.0	12.0	36.0	3.0	45	28.0	20.0	46.0	2.0	5.0	43.0	48	12.0	36.0	0.25	2.0	0.041666666666666664	38.0	4
128	5113	Buriticá	0.0	199.0	617.0	0.0	38.0	1074.0	4	1928	125.0	867.0	580.0	157.0	199.0		1.0	0.2868312978682402	0.030115298571674408	25.0	4.0	8.0	21.0	2.0	27.0	3.0	26.0	2.0	27	9.0	20.0	17.0	12.0	2.0	27.0	29	1.0	28.0	0.034482758620689655			27.0	2
129	15114	Busbanzá	0.0	0.0	106.0	0.0	0.0	0.0	1	106	8.0	42.0	43.0	13.0	0.0		1.0	0.47186147186147187	0.47330447330447334	2.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	2	1.0	1.0	2.0	0.0	0.0	2.0	2	1.0	1.0	0.5			1.0	1
130	25120	Cabrera	0.0	84.0	1076.0	0.0	0.0	90.0	3	1250	85.0	556.0	393.0	132.0	84.0		1.0	0.49853624973380045	0.39913854447612135	27.0	0.0	16.0	11.0	0.0	27.0	3.0	24.0	2.0	25	8.0	19.0	27.0	0.0	7.0	20.0	27	4.0	23.0	0.14814814814814814			25.0	2
131	68121	Cabrera	0.0	84.0	1076.0	0.0	0.0	90.0	3	1250	85.0	556.0	393.0	132.0	84.0		1.0	0.49853624973380045	0.39913854447612135	27.0	0.0	16.0	11.0	0.0	27.0	3.0	24.0	2.0	25	8.0	19.0	27.0	0.0	7.0	20.0	27	4.0	23.0	0.14814814814814814			25.0	2
132	50124	Cabuyaro	0.0	0.0	1319.0	0.0	0.0	0.0	1	1319	124.0	643.0	440.0	112.0	0.0		1.0	0.2785696579602856	0.17403248924988055	10.0	0.0	5.0	5.0	0.0	10.0	1.0	9.0	1.0	9	3.0	7.0	10.0	0.0	2.0	8.0	10	1.0	9.0	0.1			7.0	3
133	94886	Cacahual	0.0	0.0	227.0	0.0	0.0	18.0	2	245	36.0	188.0	21.0	0.0	0.0		1.0	0.08627450980392157	0.19607843137254902	5.0	1.0	0.0	6.0	0.0	6.0	0.0	6.0	1.0	5	0.0	6.0	5.0	1.0	0.0	6.0	5		5.0		3.0	0.6	4.0	1
134	25123	Cachipay	0.0	235.0	1194.0	47.0	164.0	186.0	5	1826	167.0	671.0	540.0	166.0	282.0		1.0	0.18795665312728332	0.8832326427450923	14.0	1.0	9.0	6.0	2.0	13.0	7.0	8.0	1.0	14	9.0	6.0	14.0	1.0	3.0	12.0	15	2.0	13.0	0.13333333333333333			11.0	3
135	5125	Caicedo	0.0	242.0	1524.0	0.0	0.0	0.0	2	1766	101.0	764.0	512.0	147.0	242.0		1.0	0.0899276277316056	0.34084989120511616	20.0	1.0	13.0	8.0	3.0	18.0	8.0	13.0	0.0	21	1.0	20.0	20.0	1.0	6.0	15.0	21	2.0	19.0	0.09523809523809523			19.0	2
136	76122	Caicedonia	0.0	0.0	3928.0	206.0	95.0	169.0	4	4398	354.0	1829.0	1535.0	474.0	206.0	0.02910413824465666	0.9708958617553434	0.2797942024876833	0.6306216007214382	41.0	2.0	12.0	31.0	10.0	33.0	6.0	37.0	3.0	40	5.0	38.0	43.0	0.0	9.0	34.0	43	14.0	29.0	0.32558139534883723	1.0	0.023255813953488372	35.0	6
137	70124	Caimito	0.0	81.0	2912.0	0.0	144.0	0.0	3	3137	231.0	1502.0	993.0	330.0	81.0		1.0	0.10823943893945527	0.7015493838003305	26.0	1.0	3.0	24.0	4.0	23.0	0.0	27.0	0.0	27	6.0	21.0	19.0	8.0	7.0	20.0	27	4.0	23.0	0.14814814814814814			18.0	9
138	73124	Cajamarca	20.0	245.0	1813.0	0.0	0.0	1666.0	4	3744	328.0	1531.0	1249.0	391.0	245.0		1.0	0.4833885194536768	0.47808566376428513	40.0	0.0	19.0	21.0	5.0	35.0	3.0	37.0	3.0	37	12.0	28.0	40.0	0.0	3.0	37.0	40	8.0	32.0	0.2			32.0	5
139	19130	Cajibío	196.0	468.0	6738.0	50.0	0.0	213.0	5	7665	575.0	3340.0	2364.0	775.0	611.0		1.0	0.1762998830111827	0.2760597527034098	103.0	8.0	52.0	59.0	4.0	107.0	22.0	89.0	9.0	102	20.0	91.0	98.0	13.0	17.0	94.0	111	5.0	106.0	0.04504504504504504	8.0	0.07207207207207207	81.0	27
140	25126	Cajicá	6511.0	593.0	4926.0	110.0	837.0	2983.0	6	15960	1971.0	6347.0	4920.0	1795.0	927.0	0.035213032581453634	0.9647869674185464	0.1620860142951974	0.27864053933768224	47.0	1.0	28.0	20.0	39.0	9.0	20.0	28.0	32.0	16	48.0	0.0	47.0	1.0	13.0	35.0	48	13.0	35.0	0.2708333333333333	1.0	0.020833333333333332	7.0	6
141	13140	Calamar	0.0	341.0	5893.0	765.0	1697.0	419.0	5	9115	938.0	3934.0	2359.0	778.0	1106.0		1.0	0.1596046355309451	0.4055252505926908	36.0	6.0	4.0	38.0	2.0	40.0	2.0	40.0	2.0	40	11.0	31.0	31.0	11.0	1.0	41.0	42	11.0	31.0	0.2619047619047619	5.0	0.11904761904761904	31.0	9
142	95015	Calamar	0.0	341.0	5893.0	765.0	1697.0	419.0	5	9115	938.0	3934.0	2359.0	778.0	1106.0		1.0	0.1596046355309451	0.4055252505926908	36.0	6.0	4.0	38.0	2.0	40.0	2.0	40.0	2.0	40	11.0	31.0	31.0	11.0	1.0	41.0	42	11.0	31.0	0.2619047619047619	5.0	0.11904761904761904	31.0	9
143	63130	Calarcá	1057.0	776.0	3826.0	0.0	2052.0	4519.0	5	12230	926.0	4873.0	4101.0	1554.0	776.0		1.0	0.35235690747836673	1.1314272488994537	50.0	1.0	39.0	12.0	19.0	32.0	6.0	45.0	19.0	32	27.0	24.0	51.0	0.0	9.0	42.0	51	18.0	33.0	0.35294117647058826			31.0	14
144	5129	Caldas	45.0	393.0	8054.0	268.0	4222.0	294.0	6	13276	1585.0	5013.0	4400.0	1514.0	764.0		1.0	0.3986369007885661	0.45187422775812214	47.0	0.0	28.0	19.0	30.0	17.0	19.0	28.0	19.0	28	38.0	9.0	46.0	1.0	10.0	37.0	47	24.0	23.0	0.5106382978723404	3.0	0.06382978723404255	25.0	12
145	15131	Caldas	45.0	393.0	8054.0	268.0	4222.0	294.0	6	13276	1585.0	5013.0	4400.0	1514.0	764.0		1.0	0.3986369007885661	0.45187422775812214	47.0	0.0	28.0	19.0	30.0	17.0	19.0	28.0	19.0	28	38.0	9.0	46.0	1.0	10.0	37.0	47	24.0	23.0	0.5106382978723404	3.0	0.06382978723404255	25.0	12
146	19137	Caldono	0.0	20.0	8702.0	0.0	0.0	911.0	3	9633	817.0	4542.0	3217.0	1014.0	43.0		1.0	0.12197695339835489	0.2605629186427531	87.0	4.0	60.0	31.0	8.0	83.0	16.0	75.0	6.0	85	23.0	68.0	64.0	27.0	19.0	72.0	91	3.0	88.0	0.03296703296703297	59.0	0.6483516483516484	77.0	14
147	76001	Cali	57901.0	7440.0	184483.0	11350.0	86677.0	29565.0	6	377416	36866.0	147315.0	125527.0	44187.0	23521.0	0.13345751107531212	0.8665424889246879	0.14078410212214776	0.2018345813834436	971.0	23.0	671.0	323.0	909.0	85.0	353.0	641.0	534.0	460	974.0	20.0	943.0	51.0	250.0	744.0	993	928.0	65.0	0.9345417925478349	58.0	0.05840886203423968	245.0	106
148	68132	California	0.0	16.0	365.0	0.0	0.0	0.0	2	381	36.0	160.0	132.0	37.0	16.0	0.04199475065616798	0.958005249343832	0.47244484890805966	0.5456495149220901	5.0	0.0	0.0	5.0	0.0	5.0	0.0	5.0	0.0	5	3.0	2.0	4.0	1.0	0.0	5.0	5	2.0	3.0	0.4			3.0	1
149	76126	Calima	156.0	178.0	1771.0	147.0	166.0	792.0	6	3210	241.0	1143.0	1126.0	375.0	325.0	0.048598130841121495	0.9514018691588785	0.4323827678565706	0.9955361449173337	21.0	5.0	9.0	17.0	3.0	23.0	11.0	15.0	5.0	21	10.0	16.0	26.0	0.0	1.0	25.0	26	6.0	20.0	0.23076923076923078	1.0	0.038461538461538464	20.0	4
150	19142	Caloto	52.0	425.0	6063.0	118.0	474.0	232.0	6	7364	444.0	2654.0	2368.0	840.0	1058.0		1.0	0.13557251684918825	0.1653723804076138	44.0	0.0	19.0	25.0	4.0	40.0	14.0	30.0	7.0	37	18.0	26.0	38.0	6.0	7.0	37.0	44	5.0	39.0	0.11363636363636363	26.0	0.5909090909090909	28.0	14
151	5134	Campamento	0.0	63.0	1588.0	0.0	0.0	270.0	3	1921	119.0	1017.0	576.0	146.0	63.0		1.0	0.2740849346782877	0.6840001482795576	45.0	0.0	10.0	35.0	1.0	44.0	6.0	39.0	0.0	45	3.0	42.0	27.0	18.0	9.0	36.0	45	1.0	44.0	0.022222222222222223			42.0	3
